,UNICODE,CHARACTER,RADICAL
17387,U+91EB,釫,金 一 丂
17388,U+91EC,釬,金 干
17389,U+91ED,釭,金 工
17390,U+91EE,釮,金 才
17391,U+91EF,釯,金 亡
17392,U+91F0,釰,金 刀 丿
17393,U+91F1,釱,金 大
17394,U+91F2,釲,金 巳
17395,U+91F3,釳,金 𠂉 乙
17396,U+91F4,釴,金 弋
17397,U+91F5,釵,金 又 丶
17398,U+91F6,釶,金 也
17399,U+91F7,釷,金 土
17400,U+91F8,釸,金 夕
17401,U+91F9,釹,金 女
17402,U+91FA,釺,金 千
17403,U+91FB,釻,金 丸
17404,U+91FC,釼,金 刄
17405,U+91FD,釽,金 爪
17406,U+91FE,釾,金 牙
17407,U+91FF,釿,金 斤
17408,U+9200,鈀,金 巴
17409,U+9201,鈁,金 方
17410,U+9202,鈂,金 冘
17411,U+9203,鈃,金 一 廾
17412,U+9204,鈄,金 斗
17413,U+9205,鈅,金 月
17414,U+9206,鈆,金 八 厶
17415,U+9207,鈇,金 夫
17416,U+9208,鈈,金 不
17417,U+9209,鈉,金 内
17418,U+920A,鈊,金 心
17419,U+920B,鈋,金 亻 𠤎
17420,U+920C,鈌,金 夬
17421,U+920D,鈍,金 屯
17422,U+920E,鈎,金 勹 厶
17423,U+920F,鈏,金 弓 丨
17424,U+9210,鈐,金 𠆢 𪜊
17425,U+9211,鈑,金 𠂆 又
17426,U+9212,鈒,金 及
17427,U+9213,鈓,金 丿 士
17428,U+9214,鈔,金 小 丿
17429,U+9215,鈕,金 丑
17430,U+9216,鈖,金 八 刀
17431,U+9217,鈗,金 厶 儿
17432,U+9218,鈘,金 十 又
17433,U+9219,鈙,金 攴
17434,U+921A,鈚,金 比
17435,U+921B,鈛,金 戈
17436,U+921C,鈜,金 𠂇 厶
17437,U+921D,鈝,金 牛
17438,U+921E,鈞,金 勹 冫
17439,U+921F,鈟,金 弔
17440,U+9220,鈠,金 几 又
17441,U+9221,鈡,金 中
17442,U+9222,鈢,金 木
17443,U+9223,鈣,金 丐
17444,U+9224,鈤,金 日
17445,U+9225,鈥,金 火
17446,U+9226,鈦,金 大 丶
17447,U+9227,鈧,金 亠 几
17448,U+9228,鈨,金 一 兀
17449,U+9229,鈩,金 户
17450,U+922A,鈪,金 厂 㔾
17451,U+922B,鈫,金 文
17452,U+922C,鈬,金 尺
17453,U+922D,鈭,止 匕 金
17454,U+922E,鈮,金 尸 匕
17455,U+922F,鈯,金 屮 凵
17456,U+9230,鈰,金 亠 巾
17457,U+9231,鈱,金 民
17458,U+9232,鈲,金 瓜
17459,U+9233,鈳,金 &CDP-8974; 口
17460,U+9234,鈴,金 𠆢 丶 龴
17461,U+9235,鈵,金 一 内
17462,U+9236,鈶,金 厶 口
17463,U+9237,鈷,金 十 口
17464,U+9238,鈸,金 犮
17465,U+9239,鈹,金 皮
17466,U+923A,鈺,金 玉
17467,U+923B,鈻,金 㠯
17468,U+923C,鈼,金 乍
17469,U+923D,鈽,金 𠂇 巾
17470,U+923E,鈾,金 由
17471,U+923F,鈿,金 田
17472,U+9240,鉀,金 甲
17473,U+9241,鉁,金 㐱
17474,U+9242,鉂,金 史
17475,U+9243,鉃,金 矢
17476,U+9244,鉄,金 丿 夫
17477,U+9245,鉅,金 巨
17478,U+9246,鉆,金 ⺊ 囗
17479,U+9247,鉇,金 㐌
17480,U+9248,鉈,金 宀 匕
17481,U+9249,鉉,金 玄
17482,U+924A,鉊,金 刀 口
17483,U+924B,鉋,金 勹 巳
17484,U+924C,鉌,金 禾
17485,U+924D,鉍,金 必
17486,U+924E,鉎,金 生
17487,U+924F,鉏,金 且
17488,U+9250,鉐,金 石
17489,U+9251,鉑,金 白
17490,U+9252,鉒,金 丶 王
17491,U+9253,鉓,金 &CDP-8DB3;
17492,U+9254,鉔,金 匚 巾
17493,U+9255,鉕,金 匚 口
17494,U+9256,鉖,金 夂 &CDP-8971;
17495,U+9257,鉗,金 甘
17496,U+9258,鉘,金 弗
17497,U+9259,鉙,金 口 &GT-K00059;
17498,U+925A,鉚,金 &CDP-8D41; 卩
17499,U+925B,鉛,金 𠘧 口
17500,U+925C,鉜,金 亻 寸
17501,U+925D,鉝,金 立
17502,U+925E,鉞,金 戉
17503,U+925F,鉟,金 不 一
17504,U+9260,鉠,金 央
17505,U+9261,鉡,金 半
17506,U+9262,鉢,金 本
17507,U+9263,鉣,金 土 厶
17508,U+9264,鉤,金 勹 口
17509,U+9265,鉥,金 木 丶
17510,U+9266,鉦,金 一 止
17511,U+9267,鉧,金 母
17512,U+9268,鉨,金 &CDP-8DD8; 小
17513,U+9269,鉩,金 𠆢 小
17514,U+926A,鉪,金 世
17515,U+926B,鉫,金 力 口
17516,U+926C,鉬,金 目
17517,U+926D,鉭,金 日 一
17518,U+926E,鉮,金 申
17519,U+926F,鉯,金 &CDP-89EB; 人
17520,U+9270,鉰,金 𠃌 𠮛
17521,U+9271,鉱,金 广 厶
17522,U+9272,鉲,金 上 卜
17523,U+9273,鉳,金 &CDP-8BC5; 匕
17524,U+9274,鉴,&U-i003+76D1; 金
17525,U+9275,鉵,金 虫
17526,U+9276,鉶,金 一 廾 刂
17527,U+9277,鉷,金 龷 &GT-K00059;
17528,U+9278,鉸,金 亠 父
17529,U+9279,鉹,金 夕 夕
17530,U+927A,鉺,金 耳
17531,U+927B,鉻,金 夂 口
17532,U+927C,鉼,金 丶 丿 一 廾
17533,U+927D,鉽,金 弋 工
17534,U+927E,鉾,金 厶 牛
17535,U+927F,鉿,金 &CDP-8AFC; 口
17536,U+9280,銀,金 艮
17537,U+9281,銁,金 勹 日
17538,U+9282,銂,金 州
17539,U+9283,銃,金 充
17540,U+9284,銄,金 &CDP-8BD6; 口
17541,U+9285,銅,金 𠔼 口
17542,U+9286,銆,金 一 白
17543,U+9287,銇,金 耒
17544,U+9288,銈,金 土 土
17545,U+9289,銉,金 聿
17546,U+928A,銊,金 戊 丶
17547,U+928B,銋,金 亻 丿 士
17548,U+928C,銌,金 &CDP-88F1; 子
17549,U+928D,銍,金 &I-GT-03877; 土
17550,U+928E,銎,工 几 丶 金
17551,U+928F,銏,金 册
17552,U+9290,銐,歹 刂 金
17553,U+9291,銑,金 ⺧ 儿
17554,U+9292,銒,金 干 干
17555,U+9293,銓,金 𠆢 王
17556,U+9294,銔,金 㔻
17557,U+9295,銕,金 夷
17558,U+9296,銖,金 丿 未
17559,U+9297,銗,金 𠂋 口
17560,U+9298,銘,金 夕 口
17561,U+9299,銙,金 大 一 丂
17562,U+929A,銚,金 兆
17563,U+929B,銛,金 舌
17564,U+929C,銜,彳 一 丁 金
17565,U+929D,銝,金 亻 木
17566,U+929E,銞,勹 日 金
17567,U+929F,銟,金 山 巾
17568,U+92A0,銠,金 老
17569,U+92A1,銡,金 士 口
17570,U+92A2,銢,金 二 水
17571,U+92A3,銣,金 女 口
17572,U+92A4,銤,金 米
17573,U+92A5,銥,金 衣
17574,U+92A6,銦,金 囗 大
17575,U+92A7,銧,金 ⺌ 一 儿
17576,U+92A8,銨,金 宀 女
17577,U+92A9,銩,金 丿 土 厶
17578,U+92AA,銪,金 𠂇 月
17579,U+92AB,銫,金 色
17580,U+92AC,銬,金 耂 丂
17581,U+92AD,銭,金 &C3-236A;
17582,U+92AE,銮,亠 &CDP-8CB5; 金
17583,U+92AF,銯,金 糸
17584,U+92B0,銰,金 艹 乂
17585,U+92B1,銱,金 口 巾
17586,U+92B2,銲,金 日 干
17587,U+92B3,銳,金 八 口 儿
17588,U+92B4,銴,扌 斤 金
17589,U+92B5,銵,金 身
17590,U+92B6,銶,金 求
17591,U+92B7,銷,金 ⺌ &CDP-8958;
17592,U+92B8,銸,金 耳 乚
17593,U+92B9,銹,金 禾 乃
17594,U+92BA,銺,爿 士 金
17595,U+92BB,銻,金 丿 丶 丿 弔
17596,U+92BC,銼,金 土 人 人
17597,U+92BD,銽,金 𠯑
17598,U+92BE,銾,金 工 水
17599,U+92BF,銿,金 龴 用
17600,U+92C0,鋀,金 豆
17601,U+92C1,鋁,金 口 口
17602,U+92C2,鋂,金 𠂉 母
17603,U+92C3,鋃,金 丶 艮
17604,U+92C4,鋄,金 &CDP-8AB9;
17605,U+92C5,鋅,金 辛
17606,U+92C6,鋆,土 勹 冫 金
17607,U+92C7,鋇,金 貝
17608,U+92C8,鋈,氵 丿 大 金
17609,U+92C9,鋉,金 束
17610,U+92CA,鋊,金 谷
17611,U+92CB,鋋,金 廴 &CDP-8D62;
17612,U+92CC,鋌,金 廴 𡈼
17613,U+92CD,鋍,金 &CDP-8D52; 子
17614,U+92CE,鋎,金 宀 一 兀
17615,U+92CF,鋏,金 夾
17616,U+92D0,鋐,金 宀 𠂇 厶
17617,U+92D1,鋑,金 厶 &GT-K00059; 夂
17618,U+92D2,鋒,金 夂 丰
17619,U+92D3,鋓,金 禾 刂
17620,U+92D4,鋔,金 ⺈ &CDP-8BCB;
17621,U+92D5,鋕,金 士 心
17622,U+92D6,鋖,金 爫 女
17623,U+92D7,鋗,金 口 &CDP-8958;
17624,U+92D8,鋘,金 口 一 大
17625,U+92D9,鋙,金 五 口
17626,U+92DA,鋚,&CDP-8B7A; 攵 金
17627,U+92DB,鋛,金 串
17628,U+92DC,鋜,金 口 龰
17629,U+92DD,鋝,金 爫 寸
17630,U+92DE,鋞,金 一 巛 工
17631,U+92DF,鋟,金 𠬶
17632,U+92E0,鋠,金 辰
17633,U+92E1,鋡,金 𠆢 𪜊 口
17634,U+92E2,鋢,金 爫 子
17635,U+92E3,鋣,金 牙 ⻏
17636,U+92E4,鋤,金 且 力
17637,U+92E5,鋥,金 口 王
17638,U+92E6,鋦,金 尸 &CDP-8C52;
17639,U+92E7,鋧,金 見
17640,U+92E8,鋨,金 我
17641,U+92E9,鋩,金 艹 亡
17642,U+92EA,鋪,金 甫
17643,U+92EB,鋫,禾 刂 金
17644,U+92EC,鋬,扌 𠂆 又 金
17645,U+92ED,鋭,金 丶 丿 口 儿
17646,U+92EE,鋮,金 戊 𠃌
17647,U+92EF,鋯,金 ⺧ 口
17648,U+92F0,鋰,金 田 土
17649,U+92F1,鋱,金 &GT-K00233; 心
17650,U+92F2,鋲,金 斤 &GT-K00264;
17651,U+92F3,鋳,金 &CDP-897D; 寸
17652,U+92F4,鋴,金 十 口 儿
17653,U+92F5,鋵,金 禾 几
17654,U+92F6,鋶,金 㐬
17655,U+92F7,鋷,金 耳 又
17656,U+92F8,鋸,金 尸 十 口
17657,U+92F9,鋹,金 長
17658,U+92FA,鋺,金 宀 夕 㔾
17659,U+92FB,鋻,臣 又 金
17660,U+92FC,鋼,金 冂 &CDP-8CC7;
17661,U+92FD,鋽,金 ⺊ 日 十
17662,U+92FE,鋾,金 勹 缶
17663,U+92FF,鋿,金 ⺌ 冂 口
17664,U+9300,錀,金 &CDP-8AFC; 𠕁
17665,U+9301,錁,金 果
17666,U+9302,錂,金 土 &GT-K00059; 夂
17667,U+9303,錃,氵 皮 金
17668,U+9304,錄,金 彑 ⺢
17669,U+9305,錅,𥝢 金
17670,U+9306,錆,金 青
17671,U+9307,錇,金 立 口
17672,U+9308,錈,金 龹 㔾
17673,U+9309,錉,金 氏 日
17674,U+930A,錊,金 𠅃 十
17675,U+930B,錋,金 月 月
17676,U+930C,錌,金 山 厂 干
17677,U+930D,錍,金 &CDP-89BE; 十
17678,U+930E,錎,金 ⺈ 臼
17679,U+930F,錏,金 亞
17680,U+9310,錐,金 隹
17681,U+9311,錑,金 户 犬
17682,U+9312,錒,金 ⻖ &CDP-8974; 口
17683,U+9313,錓,金 ⺶ 乚
17684,U+9314,錔,金 水 日
17685,U+9315,錕,金 日 比
17686,U+9316,錖,上 小 又 金
17687,U+9317,錗,金 禾 女
17688,U+9318,錘,金 垂
17689,U+9319,錙,金 巛 田
17690,U+931A,錚,金 ⺈ &CDP-8BFE;
17691,U+931B,錛,金 大 十 廾
17692,U+931C,錜,金 𠆢 𪜊 心
17693,U+931D,錝,金 宀 示
17694,U+931E,錞,金 亠 口 子
17695,U+931F,錟,金 火 火
17696,U+9320,錠,金 宀 𤴓
17697,U+9321,錡,金 大 &CDP-8974; 口
17698,U+9322,錢,金 戈 戈
17699,U+9323,錣,金 又 又 又 又
17700,U+9324,錤,金 &CDP-8B72; &GT-K00059;
17701,U+9325,錥,金 亠 厶 &CDP-8958;
17702,U+9326,錦,金 白 巾
17703,U+9327,錧,金 宀 㠯
17704,U+9328,錨,金 艹 田
17705,U+9329,錩,金 日 曰
17706,U+932A,錪,金 &CDP-89E0; &GT-K00059;
17707,U+932B,錫,金 日 勹 &CDP-89A6;
17708,U+932C,錬,金 東
17709,U+932D,錭,金 ⺆ 𠮷
17710,U+932E,錮,金 囗 十 口
17711,U+932F,錯,金 龷 日
17712,U+9330,錰,金 木 灬
17713,U+9331,錱,金 𤣩 王
17714,U+9332,録,金 彐 ⺢
17715,U+9333,錳,金 子 皿
17716,U+9334,錴,金 土 儿 土
17717,U+9335,錵,金 艹 亻 𠤎
17718,U+9336,錶,金 龶 &CDP-8B67;
17719,U+9337,錷,金 車 乚
17720,U+9338,錸,金 來
17721,U+9339,錹,金 止 &CDP-8958;
17722,U+933A,錺,金 艹 方
17723,U+933B,錻,金 &CDP-8CB8; 止
17724,U+933C,錼,金 大 示
17725,U+933D,錽,金 一 火 夂
17726,U+933E,錾,车 斤 金
17727,U+933F,錿,金 虍 儿
17728,U+9340,鍀,金 㝵
17729,U+9341,鍁,金 斤 欠
17730,U+9342,鍂,金 金
17731,U+9343,鍃,金 勹 &CDP-89A6; 心
17732,U+9344,鍄,金 亠 口 小
17733,U+9345,鍅,金 氵 土 厶
17734,U+9346,鍆,金 門
17735,U+9347,鍇,金 比 白
17736,U+9348,鍈,金 艹 央
17737,U+9349,鍉,金 日 𤴓
17738,U+934A,鍊,金 柬
17739,U+934B,鍋,金 冎 口
17740,U+934C,鍌,氵 ⺧ 儿 金
17741,U+934D,鍍,金 广 &CDP-8C46;
17742,U+934E,鍎,金 𠂆 𥃭
17743,U+934F,鍏,金 韋
17744,U+9350,鍐,金 㚇
17745,U+9351,鍑,金 𠂉 日 夂
17746,U+9352,鍒,金 矛 木
17747,U+9353,鍓,金 口 耳
17748,U+9354,鍔,金 口 口 一 丂
17749,U+9355,鍕,金 冖 車
17750,U+9356,鍖,金 &CDP-88C8; 匚 儿
17751,U+9357,鍗,金 &CDP-8BEC; 巾
17752,U+9358,鍘,金 貝 刂
17753,U+9359,鍙,氵 龷 &GT-K00059; 金
17754,U+935A,鍚,金 日 一 勹 &CDP-89A6;
17755,U+935B,鍛,金 &CDP-8CE4; 几 又
17756,U+935C,鍜,金 &CDP-8C7A; &CDP-8C79;
17757,U+935D,鍝,金 禺
17758,U+935E,鍞,金 ⺊ 貝
17759,U+935F,鍟,金 日 生
17760,U+9360,鍠,金 白 王
17761,U+9361,鍡,金 田 一 &CDP-8CC6;
17762,U+9362,鍢,金 𠮛 田
17763,U+9363,鍣,金 艹 刀 口
17764,U+9364,鍤,金 臿
17765,U+9365,鍥,金 㓞 大
17766,U+9366,鍦,金 &U-i001+3AC3; 也
17767,U+9367,鍧,金 勹 言
17768,U+9368,鍨,金 癶 一 大
17769,U+9369,鍩,金 艹 𠂇 口
17770,U+936A,鍪,矛 攵 金
17771,U+936B,鍫,禾 火 金
17772,U+936C,鍬,金 禾 火
17773,U+936D,鍭,金 亻 &CDP-8BC7;
17774,U+936E,鍮,金 &CDP-8AFC; 月 刂
17775,U+936F,鍯,金 勹 &CDP-89D5; 心
17776,U+9370,鍰,金 爫 一 𠂇 又
17777,U+9371,鍱,金 世 木
17778,U+9372,鍲,金 民 日
17779,U+9373,鍳,&CDP-8CC9; 金
17780,U+9374,鍴,金 山 而
17781,U+9375,鍵,金 廴 聿
17782,U+9376,鍶,金 田 心
17783,U+9377,鍷,金 大 土 土
17784,U+9378,鍸,金 十 口 月
17785,U+9379,鍹,金 宀 一 日 一
17786,U+937A,鍺,金 耂 日
17787,U+937B,鍻,金 曰 勹 𠃊 人
17788,U+937C,鍼,金 戊 一 口
17789,U+937D,鍽,金 户 𠕁
17790,U+937E,鍾,金 重
17791,U+937F,鍿,金 巛 一 田
17792,U+9380,鎀,金 &CDP-8B7A; 攵 彡
17793,U+9381,鎁,金 耳 ⻏
17794,U+9382,鎂,金 𦍌 大
17795,U+9383,鎃,金 氵 𠂢
17796,U+9384,鎄,金 衣 口
17797,U+9385,鎅,金 田 𠆢 &CDP-89AB;
17798,U+9386,鎆,金 䒑 &CDP-8958; 刂
17799,U+9387,鎇,金 𠃜 目
17800,U+9388,鎈,金 ⺶ 工
17801,U+9389,鎉,金 𦐇
17802,U+938A,鎊,金 &CDP-8BEC; 方
17803,U+938B,鎋,金 宀 &C1-4464; 口
17804,U+938C,鎌,金 䒑 &CDP-8CDE;
17805,U+938D,鎍,金 &CDP-8D52; 糸
17806,U+938E,鎎,金 𠂉 一 乁 米
17807,U+938F,鎏,氵 㐬 金
17808,U+9390,鎐,金 䍃
17809,U+9391,鎑,金 土 厶 皿
17810,U+9392,鎒,金 辰 寸
17811,U+9393,鎓,金 八 厶 羽
17812,U+9394,鎔,金 宀 谷
17813,U+9395,鎕,金 广 &CDP-8CC1;
17814,U+9396,鎖,金 𧴪
17815,U+9397,鎗,金 𠆢 丶 &CDP-89CE; 口
17816,U+9398,鎘,金 鬲
17817,U+9399,鎙,金 䒑 屮 月
17818,U+939A,鎚,金 辶 𠂤
17819,U+939B,鎛,金 甫 寸
17820,U+939C,鎜,舟 几 又 金
17821,U+939D,鎝,金 艹 &CDP-8AFC; 口
17822,U+939E,鎞,金 𣬉
17823,U+939F,鎟,金 又 又 又 木
17824,U+93A0,鎠,金 ⺲ 一 止
17825,U+93A1,鎡,金 䒑 𢆶
17826,U+93A2,鎢,金 &CDP-89DF; 灬
17827,U+93A3,鎣,𤇾 金
17828,U+93A4,鎤,金 日 ⺌ 一 儿
17829,U+93A5,鎥,&CDP-8B7A; 攵 朩 金
17830,U+93A6,鎦,金 &CDP-8C69; 田
17831,U+93A7,鎧,金 山 豆
17832,U+93A8,鎨,金 隹 十
17833,U+93A9,鎩,金 㐅 木 几 又
17834,U+93AA,鎪,金 𦥔 又
17835,U+93AB,鎫,金 丿 冂 㐅 &GT-K00059; 夂
17836,U+93AC,鎬,金 亠 口 冂 口
17837,U+93AD,鎭,金 匕 目 𠃊 &GT-K00059;
17838,U+93AE,鎮,金 十 &CDP-8BA5; &GT-K00059;
17839,U+93AF,鎯,金 丶 艮 ⻏
17840,U+93B0,鎰,金 &CDP-8CF0; 皿
17841,U+93B1,鎱,金 𠮷 &CDP-8B67;
17842,U+93B2,鎲,金 &GT-K05014; 儿
17843,U+93B3,鎳,金 自 木
17844,U+93B4,鎴,金 自 心
17845,U+93B5,鎵,金 宀 豕
17846,U+93B6,鎶,金 &CDP-8974; 口 &CDP-8974; 口
17847,U+93B7,鎷,金 馬
17848,U+93B8,鎸,金 隹 乃
17849,U+93B9,鎹,金 辶 丶 丿 一 大
17850,U+93BA,鎺,金 示 且
17851,U+93BB,鎻,金 𧴲
17852,U+93BC,鎼,金 虍 手
17853,U+93BD,鎽,金 山 夂 丰
17854,U+93BE,鎾,金 日 皿
17855,U+93BF,鎿,金 &CDP-8AFC; 口 手
17856,U+93C0,鏀,金 鹵
17857,U+93C1,鏁,金 巛 果
17858,U+93C2,鏂,金 匚 口 口 口
17859,U+93C3,鏃,金 &U-i001+3AC3; 矢
17860,U+93C4,鏄,金 &CDP-8BD0; 寸
17861,U+93C5,鏅,金 &CDP-8B7A; 攵 &CDP-8958;
17862,U+93C6,鏆,金 毌 貝
17863,U+93C7,鏇,金 &U-i001+3AC3; 疋
17864,U+93C8,鏈,金 辶 車
17865,U+93C9,鏉,金 束 欠
17866,U+93CA,鏊,&CDP-8DB2; 攵 金
17867,U+93CB,鏋,金 㒼
17868,U+93CC,鏌,金 艹 日 大
17869,U+93CD,鏍,金 田 糸
17870,U+93CE,鏎,金 畢
17871,U+93CF,鏏,金 丰 丰 彐
17872,U+93D0,鏐,金 羽 㐱
17873,U+93D1,鏑,金 &CDP-8BAE; 𪞎
17874,U+93D2,鏒,金 𠫯 彡
17875,U+93D3,鏓,金 丿 口 タ 心
17876,U+93D4,鏔,金 宀 &CDP-8CE6;
17877,U+93D5,鏕,金 鹿
17878,U+93D6,鏖,鹿 金
17879,U+93D7,鏗,金 臣 又 土
17880,U+93D8,鏘,金 爿 &GT-09333;
17881,U+93D9,鏙,金 山 隹
17882,U+93DA,鏚,金 戊 上 小
17883,U+93DB,鏛,金 &GT-K05014; 巾
17884,U+93DC,鏜,金 &GT-K05014; 土
17885,U+93DD,鏝,金 &CDP-8CBF; 又
17886,U+93DE,鏞,金 广 𬎾
17887,U+93DF,鏟,金 &CDP-8BAE; 厂 生
17888,U+93E0,鏠,金 辶 夂 丰
17889,U+93E1,鏡,金 音 儿
17890,U+93E2,鏢,金 覀 示
17891,U+93E3,鏣,金 广 &CDP-8D67;
17892,U+93E4,鏤,金 &CDP-89C5; 女
17893,U+93E5,鏥,金 宀 亻 一 白
17894,U+93E6,鏦,金 彳 &CDP-8BB0;
17895,U+93E7,鏧,士 𠃜 几 又 金
17896,U+93E8,鏨,車 斤 金
17897,U+93E9,鏩,金 車 斤
17898,U+93EA,鏪,金 &CDP-8D61; 曰
17899,U+93EB,鏫,金 禾 刂 木
17900,U+93EC,鏬,金 虍 乎
17901,U+93ED,鏭,金 釆 心
17902,U+93EE,鏮,金 广 隶
17903,U+93EF,鏯,金 爽
17904,U+93F0,鏰,金 山 月 月
17905,U+93F1,鏱,金 立 日 十
17906,U+93F2,鏲,金 &CDP-89FE; 牛
17907,U+93F3,鏳,金 丶 丿 &CDP-8B63;
17908,U+93F4,鏴,金 𧾷 夂 口
17909,U+93F5,鏵,金 艹 &CDP-8BF8;
17910,U+93F6,鏶,金 隹 木
17911,U+93F7,鏷,金 业 䒑 夫
17912,U+93F8,鏸,金 &CDP-8BD0; 心
17913,U+93F9,鏹,金 弓 口 虫
17914,U+93FA,鏺,金 癶 &CDP-8B7D;
17915,U+93FB,鏻,金 米 舛
17916,U+93FC,鏼,金 竹 朿
17917,U+93FD,鏽,金 肅
17918,U+93FE,鏾,金 &CDP-8CEC; 攵
17919,U+93FF,鏿,金 &GT-K05014; 木
17920,U+9400,鐀,金 𠀐 貝
17921,U+9401,鐁,金 &CDP-8B72; &GT-K00059; 斤
17922,U+9402,鐂,金 &CDP-89B6; 田
17923,U+9403,鐃,金 土 土 土 兀
17924,U+9404,鐄,金 黄
17925,U+9405,鐅,㡀 攵 金
17926,U+9406,鐆,⻖ 㒸 金
17927,U+9407,鐇,金 釆 田
17928,U+9408,鐈,金 丿 大 口 冂 口
17929,U+9409,鐉,金 巳 巳 龷 &GT-K00059;
17930,U+940A,鐊,金 ⻖ 日 一 勹 &CDP-89A6;
17931,U+940B,鐋,金 氵 日 一 勹 &CDP-89A6;
17932,U+940C,鐌,金 &GT-K02380; 𧰨
17933,U+940D,鐍,金 矛 &CDP-8C58; 口
17934,U+940E,鐎,金 隹 灬
17935,U+940F,鐏,金 丶 丿 酉 寸
17936,U+9410,鐐,金 𡗜 日 小
17937,U+9411,鐑,金 糸 士 口
17938,U+9412,鐒,金 𤇾 力
17939,U+9413,鐓,金 亠 口 子 攵
17940,U+9414,鐔,金 覀 日 十
17941,U+9415,鐕,金 旡 旡 曰
17942,U+9416,鐖,金 &CDP-8BA4; 人
17943,U+9417,鐗,金 門 月
17944,U+9418,鐘,金 立 田 土
17945,U+9419,鐙,金 癶 豆
17946,U+941A,鐚,金 亞 心
17947,U+941B,鐛,金 日 亠 口 小
17948,U+941C,鐜,亠 口 子 攵 金
17949,U+941D,鐝,金 厂 䒑 屮 欠
17950,U+941E,鐞,金 &G0-6566; &CDP-8CFA; 寸
17951,U+941F,鐟,金 㚘 曰
17952,U+9420,鐠,金 䒑 业 日
17953,U+9421,鐡,金 𧯥
17954,U+9422,鐢,木 㐅 㐅 木 金
17955,U+9423,鐣,金 &GT-K05014; 手
17956,U+9424,鐤,金 鼎
17957,U+9425,鐥,金 羊 䒑 口
17958,U+9426,鐦,金 門 一 廾
17959,U+9427,鐧,金 門 日
17960,U+9428,鐨,金 弗 貝
17961,U+9429,鐩,金 辶 㒸
17962,U+942A,鐪,金 虍 田 力
17963,U+942B,鐫,金 隹 &CDP-8DDF;
17964,U+942C,鐬,金 止 &CDP-8CB3;
17965,U+942D,鐭,金 &CDP-8D7C; 大
17966,U+942E,鐮,金 广 䒑 &CDP-8CDE;
17967,U+942F,鐯,金 艹 耂 日
17968,U+9430,鐰,金 口 口 口 木
17969,U+9431,鐱,金 &CDP-8AFC; 口 口 人 人
17970,U+9432,鐲,金 ⺫ &CDP-8C4A;
17971,U+9433,鐳,金 雨 田
17972,U+9434,鐴,金 𡰪 辛
17973,U+9435,鐵,金 &C4-3D41;
17974,U+9436,鐶,金 ⺫ &GT-K04958;
17975,U+9437,鐷,金 艹 世 木
17976,U+9438,鐸,金 ⺫ 土 𢆉
17977,U+9439,鐹,金 辶 冎 口
17978,U+943A,鐺,金 &GT-K05014; 田
17979,U+943B,鐻,金 虍 豕
17980,U+943C,鐼,金 十 廾 貝
17981,U+943D,鐽,金 辶 𦍒
17982,U+943E,鐾,𡰪 辛 金
17983,U+943F,鐿,金 音 心
17984,U+9440,鑀,金 &CDP-8BB8; 心 夂
17985,U+9441,鑁,金 𠚍 &GT-K00059; 夂
17986,U+9442,鑂,金 熏
17987,U+9443,鑃,金 羽 隹
17988,U+9444,鑄,金 &CDP-8D53; 一 口 寸
17989,U+9445,鑅,金 𤇾 木
17990,U+9446,鑆,金 &CDP-8BBD; 寸
17991,U+9447,鑇,金 齊
17992,U+9448,鑈,金 一 &CDP-88D6;
17993,U+9449,鑉,金 艹 土 厶 皿
17994,U+944A,鑊,金 艹 隹 又
17995,U+944B,鑋,車 一 巛 工 金
17996,U+944C,鑌,金 &CDP-8D74; 貝
17997,U+944D,鑍,貝 貝 金
17998,U+944E,鑎,金 匚 𠀐 貝
17999,U+944F,鑏,金 𫲽 皿 丁
18000,U+9450,鑐,金 雨 而
18001,U+9451,鑑,金 &CDP-8CC9; 皿
18002,U+9452,鑒,&CDP-8D50; 金
18003,U+9453,鑓,金 辶 𠳋
18004,U+9454,鑔,金 宀 &CDP-8C4F; 示
18005,U+9455,鑕,金 斤 斤 貝
18006,U+9456,鑖,金 𦭝 戊 丶
18007,U+9457,鑗,金 𥝢 &CDP-8D71;
18008,U+9458,鑘,金 田 田 田
18009,U+9459,鑙,金 &U-v001+2585E;
18010,U+945A,鑚,金 㚘 貝
18011,U+945B,鑛,金 广 黃
18012,U+945C,鑜,金 &GT-K05014; 貝
18013,U+945D,鑝,金 艹 辶 夂 丰
18014,U+945E,鑞,金 巛 囗 人 &CDP-8D46;
18015,U+945F,鑟,金 士 ⺫ 貝
18016,U+9460,鑠,金 &CDP-8BF4; 木
18017,U+9461,鑡,金 齒
18018,U+9462,鑢,金 虍 田 心
18019,U+9463,鑣,金 鹿 灬
18020,U+9464,鑤,金 日 㳟
18021,U+9465,鑥,金 魚 日
18022,U+9466,鑦,金 臣 又 貝
18023,U+9467,鑧,金 宀 艹 見 丶
18024,U+9468,鑨,金 龍
18025,U+9469,鑩,金 噩
18026,U+946A,鑪,金 虍 &CDP-8CF4;
18027,U+946B,鑫,金 金 金
18028,U+946C,鑬,金 &CDP-8CC9; 見
18029,U+946D,鑭,金 門 柬
18030,U+946E,鑮,金 艹 氵 甫 寸
18031,U+946F,鑯,金 㦰 韭
18032,U+9470,鑰,金 龠
18033,U+9471,鑱,金 㲋 ⺈ &CDP-8BCB; 丶
18034,U+9472,鑲,金 衣 &CDP-8CA3;
